track,frame_idx,instance.score,Base_HA.x,Base_HA.y,Base_HA.score,IN1.x,IN1.y,IN1.score,IN2.x,IN2.y,IN2.score,L1_D.x,L1_D.y,L1_D.score,L1_G.x,L1_G.y,L1_G.score,L2_D.x,L2_D.y,L2_D.score,L2_G.x,L2_G.y,L2_G.score
1,24,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,290.06268121417065,227.19349660922154,,406.88960116950966,300.0758725341427,,152.61381778222574,275.8240710444093,,358.00751023442444,232.66588874364248,,233.96236252531958,218.90685958561778,
2,24,,719.0848464716582,296.5633312438391,,732.0621638464299,245.1529799807014,,731.9054891836629,226.67872420187183,,841.9058433391596,263.5436043849619,,606.5018702574948,273.15161215371495,,811.5877274587752,196.29153008744015,,670.1538803836377,208.84583554989874,
3,24,,1021.0337746331036,289.23955848628,,1002.422262383814,231.98857040282485,,991.1934259919367,213.87822433010987,,1095.4040817497537,238.46589373424774,,860.9861251394041,276.5686225556521,,933.0665254086822,204.41217870905643,,1039.6188513684256,178.6171315042953,
1,104,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,240.78985472758268,,406.88960116950966,298.1335356600912,,153.58498621925153,275.8240710444094,,358.00751023442444,232.66588874364248,,233.96236252531958,218.90685958561778,
2,104,,719.0848464716582,296.5633312438391,,732.0621638464299,245.1529799807014,,731.9054891836629,226.67872420187183,,841.9058433391596,263.5436043849619,,600.67485963534,265.3822646575086,,811.5877274587752,196.29153008744015,,670.1538803836377,205.93233023882138,
3,104,,1021.0337746331036,289.23955848628,,1002.422262383814,231.98857040282485,,991.1934259919367,213.87822433010987,,1093.461744875702,208.35967218644802,,854.1879460802235,259.0875906891878,,933.0665254086822,204.41217870905643,,1042.5323566795025,173.7612893191663,
1,184,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,240.78985472758268,,408.8319380435613,291.3353566009106,,153.58498621925153,275.8240710444094,,358.00751023442444,232.66588874364248,,233.96236252531958,218.90685958561778,
2,184,,719.0848464716582,296.5633312438391,,732.0621638464299,245.1529799807014,,731.9054891836629,226.67872420187183,,842.8770117761856,277.139962503323,,601.6460280723657,260.52642247237964,,814.5012327698527,204.06087758364657,,670.1538803836376,199.1341511796408,
3,184,,1021.0337746331036,289.23955848628,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,200.5903246902417,,849.3321038950945,250.34707475595562,,932.0953569716565,191.7869890277211,,1042.5323566795025,173.7612893191663,
1,265,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,240.78985472758268,,408.83193804356137,287.4506828528074,,155.52732309330312,276.7952394814352,,358.00751023442444,225.86770968446194,,232.99119408829375,215.9933542745404,
2,265,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,844.819348650237,277.13996250332303,,601.6460280723657,253.7282434131991,,818.3859065179558,208.91671976877552,,677.9232278798438,198.162982742615,
3,265,,1019.0914377590519,289.2395584862799,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,200.5903246902417,,849.3321038950945,250.34707475595562,,932.0953569716565,191.7869890277211,,1042.5323566795025,173.7612893191663,
1,346,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,240.78985472758268,,408.83193804356137,282.5948406676784,,157.46965996735472,274.8529026073836,,358.00751023442444,225.86770968446194,,232.99119408829375,215.9933542745404,
2,346,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,844.819348650237,277.13996250332303,,601.6460280723657,253.7282434131991,,818.3859065179558,208.91671976877552,,677.9232278798437,196.22064586856337,
3,346,,1019.0914377590519,289.2395584862799,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,200.5903246902417,,849.3321038950945,250.34707475595562,,932.0953569716565,191.7869890277211,,1042.5323566795025,173.7612893191663,
1,426,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,249.53037066081487,,408.8319380435614,281.6236722306526,,157.46965996735472,274.8529026073836,,358.00751023442444,225.86770968446194,,232.99119408829375,215.9933542745404,
2,426,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,844.819348650237,273.2552887552198,,601.6460280723657,253.7282434131991,,817.4147380809302,204.06087758364657,,677.9232278798437,196.22064586856337,
3,426,,1022.0049430701292,286.32605317520256,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,196.7056509421385,,849.3321038950945,250.34707475595562,,932.0953569716565,191.7869890277211,,1046.4170304276056,173.7612893191663,
1,507,,278.3291507740323,345.7037733783718,,289.4823725066916,268.64369516074015,,292.97618652524807,249.53037066081487,,407.8607696065357,276.7678300455235,,157.46965996735472,274.8529026073836,,358.00751023442444,225.86770968446194,,232.99119408829375,215.9933542745404,
2,507,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,846.7616855242886,267.4282781330651,,603.5883649464171,257.6129171613023,,813.5300643328271,201.14737227256919,,677.9232278798437,196.22064586856337,
3,507,,1022.0049430701292,286.32605317520256,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,196.7056509421385,,849.3321038950945,250.34707475595562,,932.0953569716565,191.7869890277211,,1046.4170304276056,173.7612893191663,
1,588,,275.41564546295496,344.732604941346,,289.4823725066916,268.64369516074015,,292.97618652524807,249.53037066081487,,407.8607696065357,276.7678300455235,,155.5273230933031,283.59341854061574,,358.0075102344244,234.60822561769405,,233.96236252531955,217.93569114859196,
2,588,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,843.8481802132113,263.5436043849618,,599.7036911983139,263.43992778345705,,814.5012327698529,203.08970914662078,,677.9232278798437,200.10531961666658,
3,588,,1027.831953692284,286.32605317520256,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1096.3752501867793,196.7056509421385,,852.2456092061719,253.260580067033,,930.153020097605,202.46984183500481,,1048.3593673016571,177.64596306726946,
1,668,,275.41564546295496,344.732604941346,,289.4823725066916,268.64369516074015,,292.97618652524807,249.53037066081487,,407.8607696065357,274.8254931714719,,155.5273230933031,283.59341854061574,,356.0651733603728,232.66588874364243,,228.1353519031648,211.13751208941142,
2,668,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.7040223983403,257.716593762807,,599.7036911983139,263.43992778345705,,810.6165590217496,200.1762038355434,,677.9232278798437,200.10531961666658,
3,668,,1027.831953692284,286.32605317520256,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1097.3464186238052,199.6191562532159,,865.8419673245331,256.17408537811036,,940.8358729048888,211.21035776823703,,1048.3593673016571,177.64596306726946,
1,748,,275.41564546295496,344.732604941346,,284.6265303215627,270.58603203479174,,289.09151277714494,249.53037066081487,,417.5724539767938,283.566009104704,,155.5273230933031,283.59341854061574,,356.06517336037274,242.3775731139004,,235.90469939937114,204.33933303023088,
2,748,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.7040223983404,254.8030884517296,,599.7036911983139,263.43992778345705,,810.6165590217496,200.1762038355434,,669.1827119466113,203.01882492774396,
3,748,,1027.831953692284,288.2683900492542,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1097.3464186238052,199.6191562532159,,865.8419673245331,256.17408537811036,,930.153020097605,191.78698902772106,,1048.3593673016571,177.64596306726946,
1,829,,275.41564546295496,344.732604941346,,284.6265303215627,270.58603203479174,,289.09151277714494,249.53037066081487,,416.601285539768,278.71016691957493,,155.5273230933031,283.59341854061574,,356.06517336037274,238.49289936579723,,234.93353096234532,200.4546592821277,
2,829,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.7040223983404,254.8030884517296,,599.7036911983139,263.43992778345705,,813.5300643328269,195.32036165041444,,669.1827119466112,200.10531961666658,
3,829,,1027.831953692284,288.2683900492542,,1002.422262383814,231.98857040282485,,996.0492681770659,211.93588745605828,,1101.2310923719083,208.35967218644802,,865.8419673245331,256.17408537811036,,930.153020097605,186.93114684259206,,1048.3593673016571,164.0496049489083,
1,909,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,416.601285539768,278.71016691957493,,154.55615465627727,282.62225010358986,,358.9786786714501,230.72355186959084,,241.73171002152588,190.74297491186977,
2,909,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.7040223983404,256.7454253257812,,599.7036911983139,263.43992778345705,,814.5012327698525,190.46451946528543,,669.1827119466112,197.19181430558916,
1,990,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,416.601285539768,278.71016691957493,,154.55615465627727,282.62225010358986,,363.83452085657905,222.95420437338444,,241.7317100215259,185.8871327267408,
2,990,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.7040223983404,256.7454253257812,,599.7036911983139,263.43992778345705,,816.4435696439042,183.66634040610484,,673.0673856947144,203.98999336476976,
3,990,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,996.9841920964253,200.98846307939002,,1101.110450998467,216.212997599353,,861.8254101543233,252.85012838186242,,1048.2695100351098,157.66783575809984,,930.3494271040719,181.72603942433224,
1,1071,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,416.601285539768,278.71016691957493,,154.55615465627727,282.62225010358986,,365.77685773063064,214.2136884401523,,244.64521533260327,182.00245897863758,
2,1071,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,847.7328539613145,257.71659376280695,,599.7036911983139,263.43992778345705,,816.4435696439042,180.75283509502748,,678.8943963168691,204.96116180179555,
3,1071,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,996.9841920964253,200.98846307939002,,1101.110450998467,216.212997599353,,860.8542417172976,256.7348021299656,,1048.2695100351098,153.7831620099967,,929.3782586670461,178.81253411325483,
1,1151,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,413.68778022869054,278.710166919575,,154.55615465627727,281.65108166656415,,364.80568929360487,213.24252000312651,,244.6452153326033,177.1466167935086,
2,1151,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,599.7036911983139,263.43992778345705,,811.5877274587752,173.95465603584694,,677.9232278798435,204.96116180179555,
3,1151,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,996.9841920964253,200.98846307939002,,1103.0527878725186,220.09767134745618,,860.8542417172976,256.7348021299656,,1039.5289941018777,151.84082513594507,,929.3782586670461,173.95669192812585,
1,1232,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,413.6877802286906,274.8254931714718,,154.55615465627727,281.65108166656415,,364.80568929360487,210.32901469204907,,244.6452153326033,177.1466167935086,
2,1232,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,601.6460280723655,266.35343309453447,,811.5877274587752,173.95465603584694,,677.9232278798435,204.96116180179555,
3,1232,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,995.0418552223737,200.98846307939004,,1103.0527878725186,220.09767134745618,,860.8542417172976,256.7348021299656,,1039.5289941018777,151.84082513594507,,929.3782586670462,168.12968130597108,
1,1312,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,273.8543247344459,,154.55615465627727,281.65108166656415,,361.8921839825275,209.35784625502328,,244.6452153326033,177.1466167935086,
2,1312,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,601.6460280723655,266.35343309453447,,811.5877274587752,173.95465603584694,,677.9232278798435,204.96116180179555,
3,1312,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,995.0418552223737,200.98846307939004,,1099.1681141244155,215.2418291623272,,866.6812523394524,255.76363369293983,,1036.6154887908006,149.89848826189348,,931.3205955410976,170.0720181800227,
1,1392,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,273.8543247344459,,154.55615465627727,281.65108166656415,,361.8921839825275,209.35784625502328,,244.6452153326033,177.1466167935086,
2,1392,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,601.6460280723655,266.35343309453447,,811.5877274587752,173.95465603584694,,677.9232278798435,204.96116180179555,
3,1392,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,995.0418552223737,200.98846307939004,,1099.1681141244155,215.2418291623272,,866.6812523394524,255.76363369293983,,1036.6154887908006,149.89848826189348,,931.3205955410976,170.0720181800227,
1,1473,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,273.8543247344459,,154.55615465627727,281.65108166656415,,365.7768577306307,219.06953062528123,,240.76054158450015,182.97362741566334,
2,1473,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,601.6460280723655,266.35343309453447,,812.558895895801,177.83932978395012,,676.9520594428178,210.78817242395033,
3,1473,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,995.0418552223737,200.98846307939004,,1099.1681141244155,215.2418291623272,,866.6812523394524,255.76363369293983,,1034.6731519167488,152.8119935729709,,931.3205955410976,170.0720181800227,
1,1554,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,273.8543247344459,,154.55615465627727,281.65108166656415,,365.7768577306307,219.06953062528123,,240.76054158450015,182.97362741566334,
2,1554,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,248.9760778295748,,601.6460280723655,266.35343309453447,,812.558895895801,177.83932978395012,,676.9520594428178,210.78817242395033,
3,1554,,1018.4180796721299,261.7041192155315,,1001.2448948555829,225.1090832515509,,995.0418552223737,200.98846307939004,,1097.225777250364,217.1841660363788,,866.6812523394524,255.76363369293983,,1040.5001625389036,154.75433044702248,,924.5224164819172,175.8990288021775,
1,1635,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,273.8543247344459,,154.55615465627727,281.65108166656415,,364.80568929360487,222.9542043733844,,238.81820471044853,186.85830116376653,
2,1635,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.675190835366,252.86075157767797,,606.5018702574946,272.1804437166893,,812.558895895801,177.83932978395012,,675.980891005792,209.81700398692453,
3,1635,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.225777250364,217.1841660363788,,860.8542417172976,262.5618127521204,,1040.5001625389036,154.75433044702248,,922.5800796078656,182.6972078613581,
1,1716,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,277.7389984825491,,160.38316527843205,284.56458697764145,,362.8633524195532,223.92537281041024,,237.8470362734227,194.62764865997292,
2,1716,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.6751908353659,256.7454253257812,,606.5018702574946,272.1804437166893,,812.558895895801,184.63750884313066,,675.980891005792,209.81700398692453,
3,1716,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.225777250364,217.1841660363788,,860.8542417172976,262.5618127521204,,1047.2983415980839,159.61017263215143,,922.5800796078655,184.63954473540966,
1,1796,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,410.7742749176133,279.68133535660064,,159.41199684140628,284.56458697764145,,362.8633524195532,223.92537281041024,,237.84703627342273,188.80063803781815,
2,1796,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.6751908353659,256.7454253257812,,606.5018702574947,275.0939490277667,,812.558895895801,184.63750884313066,,675.980891005792,209.81700398692453,
3,1796,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.225777250364,217.1841660363788,,860.8542417172976,262.5618127521204,,1045.3560047240321,163.49484638025464,,922.5800796078655,191.43772379459026,
1,1877,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,409.8031064805875,283.5660091047038,,153.58498621925153,278.7375763554867,,362.8633524195532,223.92537281041024,,237.84703627342273,188.80063803781815,
2,1877,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,849.6751908353658,259.6589306368586,,606.5018702574947,275.0939490277667,,812.5588958958009,188.52218259123384,,679.8655647538951,213.70167773502772,
3,1877,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,860.8542417172976,262.5618127521204,,1045.3560047240321,163.49484638025464,,920.637742733814,196.29356597971923,
1,1957,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,409.8031064805875,283.5660091047038,,153.58498621925153,273.8817341703577,,362.8633524195532,223.92537281041024,,237.84703627342273,188.80063803781815,
2,1957,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.70402239834,265.48594125901343,,606.5018702574947,275.0939490277667,,810.6165590217491,186.57984571718222,,676.9520594428177,209.81700398692453,
3,1957,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,862.7965785913492,270.3311602483267,,1046.327173161058,165.43718325430623,,920.637742733814,191.43772379459026,
1,2038,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,407.8607696065358,285.5083459787554,,153.58498621925153,273.8817341703577,,362.8633524195532,223.92537281041024,,237.84703627342273,188.80063803781815,
2,2038,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.70402239834,265.48594125901343,,608.4442071315462,271.20927527966353,,810.6165590217493,190.46451946528543,,676.9520594428177,205.93233023882135,
3,2038,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,862.7965785913492,270.3311602483267,,1046.327173161058,165.43718325430623,,920.6377427338141,186.58188160946128,
1,2118,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,407.8607696065359,291.3353566009102,,153.58498621925156,281.6510816665641,,362.8633524195532,223.92537281041024,,237.84703627342273,188.80063803781815,
2,2118,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.70402239834,265.48594125901343,,603.5883649464171,270.23810684263776,,810.6165590217493,190.46451946528543,,676.9520594428177,205.93233023882135,
3,2118,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,853.0848942210914,257.70597056699125,,1046.327173161058,165.43718325430623,,920.637742733814,183.66837629838386,
1,2199,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,402.0337589843811,288.4218512898328,,157.46965996735477,287.47809228871887,,362.86335241955317,221.01186749933282,,237.84703627342273,187.82946960079235,
2,2199,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.70402239834,265.48594125901343,,603.5883649464171,270.23810684263776,,810.6165590217493,190.46451946528543,,677.9232278798435,201.07648805369234,
3,2199,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,853.0848942210914,257.70597056699125,,1053.1253522202383,167.3795201283578,,918.6954058597623,180.75487098730648,
1,2279,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,402.03375898438117,286.47951441578124,,157.46965996735477,287.47809228871887,,362.86335241955317,221.01186749933282,,237.84703627342273,187.82946960079235,
2,2279,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,848.70402239834,265.48594125901343,,603.5883649464171,270.23810684263776,,810.6165590217493,190.46451946528543,,677.9232278798435,201.07648805369234,
3,2279,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,853.0848942210914,257.70597056699125,,1054.096520657264,171.26419387646104,,918.6954058597623,180.75487098730648,
1,2360,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,402.03375898438117,286.47951441578124,,157.46965996735477,287.47809228871887,,362.8633524195532,217.12719375122964,,236.8758678363969,190.74297491186977,
2,2360,,710.3443305384261,296.5633312438392,,727.206321661301,245.15297998070142,,731.9054891836629,226.67872420187183,,847.7328539613142,262.57243594793607,,603.5883649464171,270.23810684263776,,810.6165590217493,190.46451946528543,,677.9232278798436,205.93233023882135,
3,2360,,1017.446911235104,262.6752876525572,,1000.2737264185571,231.9072623107315,,992.1283499112963,200.98846307939004,,1097.2257772503638,221.06883978448195,,853.0848942210914,257.70597056699125,,1054.096520657264,171.26419387646104,,918.6954058597623,180.75487098730648,
1,2440,,275.41564546295496,344.732604941346,,282.6841934475111,276.4130426569465,,291.0338496511966,246.61686534973754,,405.9184327324843,288.4218512898328,,157.46965996735477,294.27627134789947,,362.8633524195532,217.12719375122964,,236.8758678363969,190.74297491186977,
